movieID,title,year,genres_str,directorName,actors_str,tags_str,content_soup,primary_genre
5819,Interview with the Assassin,2002,Drama,neil_burger,dennis_j._lau dylan_haggerty kelsey_kemper raymond_j._barry renee_faia,,Drama Drama neil_burger dennis_j._lau dylan_haggerty kelsey_kemper raymond_j._barry renee_faia,Drama
5820,Standing in the Shadows of Motown,2002,Documentary,paul_justman,"bob_babbitt jack_""black_jack""_ashford joe_hunter johnny_griffith richard_'pistol'_allen",music_business music erlends_dvds mom dad my_dvds rhythm_&_blues live_music,"Documentary Documentary paul_justman bob_babbitt jack_""black_jack""_ashford joe_hunter johnny_griffith richard_'pistol'_allen music_business music erlends_dvds mom dad my_dvds rhythm_&_blues live_music",Documentary
5821,Jibeuro,2002,Drama,jeong-hyang_lee,dong_hyo-heui eun-kyung_yim kim_eul-boon min_kyung-hun seung-ho_yu,,Drama Drama jeong-hyang_lee dong_hyo-heui eun-kyung_yim kim_eul-boon min_kyung-hun seung-ho_yu,Drama
5822,Acción mutante,1993,Action Comedy Sci-Fi,alex_de_la_iglesia,álex_angulo antonio_resines fernando_guillén_cuervo frédérique_feder saturnino_garcia,,Action Comedy Sci-Fi Action Comedy Sci-Fi alex_de_la_iglesia álex_angulo antonio_resines fernando_guillén_cuervo frédérique_feder saturnino_garcia,Action
5823,Eyes of an Angel,1991,Drama,robert_harmon,ellie_raab jeffrey_demunn john_travolta tito_larriva vincent_guastaferro,,Drama Drama robert_harmon ellie_raab jeffrey_demunn john_travolta tito_larriva vincent_guastaferro,Drama
5824,Liberty Stands Still,2002,Action Drama Thriller,kari_skogland,brian_markinson ian_tracey linda_fiorentino martin_cummins wesley_snipes,bibliothek,Action Drama Thriller Action Drama Thriller kari_skogland brian_markinson ian_tracey linda_fiorentino martin_cummins wesley_snipes bibliothek,Action
5825,The Life and Death of Colonel Blimp,1943,Drama Romance War,emeric_pressburger,albert_lieven anton_walbrook deborah_kerr roger_livesey roland_culver,military witty wwii criterion bittersweet whimsical nostalgic janus_50 tumeys_dvds dvdvideo,Drama Romance War Drama Romance War emeric_pressburger albert_lieven anton_walbrook deborah_kerr roger_livesey roland_culver military witty wwii criterion bittersweet whimsical nostalgic janus_50 tumeys_dvds dvdvideo,Drama
5826,Rio Grande,1950,Romance Western,john_ford,ben_johnson claude_jarman_jr. harry_carey_jr. john_wayne maureen_o'hara,,Romance Western Romance Western john_ford ben_johnson claude_jarman_jr. harry_carey_jr. john_wayne maureen_o'hara,Romance
5827,Young Americans,2000,Crime Drama,,deborah_hazlett ed_quinn rodney_scott john_driscoll ian_somerhalder kate_bosworth katherine_moennig mark_famiglietti matt_czuchry,,Crime Drama Crime Drama  deborah_hazlett ed_quinn rodney_scott john_driscoll ian_somerhalder kate_bosworth katherine_moennig mark_famiglietti matt_czuchry,Crime
5828,Bad Day at Black Rock,1955,Drama Thriller,john_sturges,anne_francis dean_jagger robert_ryan spencer_tracy walter_brennan,less_than_300_ratings,Drama Thriller Drama Thriller john_sturges anne_francis dean_jagger robert_ryan spencer_tracy walter_brennan less_than_300_ratings,Drama
5829,Men with Brooms,2002,Comedy Drama Romance,paul_gross,paul_gross jed_rees leslie_nielsen molly_parker peter_outerbridge,mediocre_plot sports_competition leslie_neilsen,Comedy Drama Romance Comedy Drama Romance paul_gross paul_gross jed_rees leslie_nielsen molly_parker peter_outerbridge mediocre_plot sports_competition leslie_neilsen,Comedy
5830,Mysterious Island,1961,Adventure Sci-Fi,cy_endfield,gabrielle_anwar kyle_maclachlan omar_gooding patrick_stewart vinnie_jones,,Adventure Sci-Fi Adventure Sci-Fi cy_endfield gabrielle_anwar kyle_maclachlan omar_gooding patrick_stewart vinnie_jones,Adventure
5831,Soul Assassin,2001,Action Crime Thriller,laurence_malkin,antonie_kamerling derek_de_lint kristy_swanson rena_owen skeet_ulrich,,Action Crime Thriller Action Crime Thriller laurence_malkin antonie_kamerling derek_de_lint kristy_swanson rena_owen skeet_ulrich,Action
5832,Left Behind II: Tribulation Force,2002,Drama,bill_corcoran,brad_johnson christopher_bondy clarence_gilyard_jr. kirk_cameron les_carlson,religion kirk_cameron propaganda,Drama Drama bill_corcoran brad_johnson christopher_bondy clarence_gilyard_jr. kirk_cameron les_carlson religion kirk_cameron propaganda,Drama
5833,Dog Soldiers,2002,Action Horror,neil_marshall,darren_morfitt emma_cleasby kevin_mckidd liam_cunningham sean_pertwee,werewolves dvdvideo ummarti2006,Action Horror Action Horror neil_marshall darren_morfitt emma_cleasby kevin_mckidd liam_cunningham sean_pertwee werewolves dvdvideo ummarti2006,Action
5834,Goldfinger,1964,Drama,guy_hamilton,gert_fröbe harold_sakata honor_blackman sean_connery shirley_eaton,,Drama Drama guy_hamilton gert_fröbe harold_sakata honor_blackman sean_connery shirley_eaton,Drama
5835,"God afton, Herr Wallenberg - En Passionshistoria från verkligheten",1990,Drama War,kjell_grede,stellan_skarsgård géza_balkay percy_brandt károly_eperjes franciska_györy tamás_jordán andor_lukáts gábor_reviczky lászló_soós miklós_székely_b. erland_josephson franciszek_pieczka ivan_desny jesper_christensen katharina_thalbach,,Drama War Drama War kjell_grede stellan_skarsgård géza_balkay percy_brandt károly_eperjes franciska_györy tamás_jordán andor_lukáts gábor_reviczky lászló_soós miklós_székely_b. erland_josephson franciszek_pieczka ivan_desny jesper_christensen katharina_thalbach,Drama
5836,Houseboat,1958,Comedy Romance,melville_shavelson,cary_grant eduardo_ciannelli harry_guardino martha_hyer sophia_loren,romantic_comedy sophia_loren single_father cary_grant fatherson_relationship fatherdaughter_relationship recorded,Comedy Romance Comedy Romance melville_shavelson cary_grant eduardo_ciannelli harry_guardino martha_hyer sophia_loren romantic_comedy sophia_loren single_father cary_grant fatherson_relationship fatherdaughter_relationship recorded,Comedy
5837,Legion of the Dead,2005,Comedy Horror,paul_bales,andrew_lauer bruce_boxleitner claudia_lynx courtney_clonch zach_galligan,imdb_bottom_100,Comedy Horror Comedy Horror paul_bales andrew_lauer bruce_boxleitner claudia_lynx courtney_clonch zach_galligan imdb_bottom_100,Comedy
5838,Madame Bovary,1991,Drama,claude_chabrol,christophe_malavoy isabelle_huppert jean_yanne jean-françois_balmer lucas_belvaux,,Drama Drama claude_chabrol christophe_malavoy isabelle_huppert jean_yanne jean-françois_balmer lucas_belvaux,Drama
5839,La gloire de mon père,1990,Comedy Drama,yves_robert,didier_pain julien_ciamaca nathalie_roussel philippe_caubère therese_liotard,library,Comedy Drama Comedy Drama yves_robert didier_pain julien_ciamaca nathalie_roussel philippe_caubère therese_liotard library,Comedy
5840,Le château de ma mère,1990,Comedy Drama,yves_robert,didier_pain julien_ciamaca nathalie_roussel philippe_caubère therese_liotard,classic library,Comedy Drama Comedy Drama yves_robert didier_pain julien_ciamaca nathalie_roussel philippe_caubère therese_liotard classic library,Comedy
5841,Return to the Blue Lagoon,1991,Adventure Romance,william_a._graham,brian_krause courtney_phillips lisa_pelikan milla_jovovich nana_coburn,nudity_(topless) boring,Adventure Romance Adventure Romance william_a._graham brian_krause courtney_phillips lisa_pelikan milla_jovovich nana_coburn nudity_(topless) boring,Adventure
5842,Trop belle pour toi,1989,Comedy Drama Romance,bertrand_blier,carole_bouquet françois_cluzet gérard_depardieu josiane_balasko roland_blanche_(ii),gerard_depardieu,Comedy Drama Romance Comedy Drama Romance bertrand_blier carole_bouquet françois_cluzet gérard_depardieu josiane_balasko roland_blanche_(ii) gerard_depardieu,Comedy
5843,Toy Soldiers,1991,Action Drama,daniel_petrie_jr,andrew_divoff keith_coogan louis_gossett_jr sean_astin wil_wheaton,,Action Drama Action Drama daniel_petrie_jr andrew_divoff keith_coogan louis_gossett_jr sean_astin wil_wheaton,Action
5844,The Prowler,1981,Horror,joseph_zito,christopher_goutman cindy_weintraub farley_granger john_seitz vicki_dawson,slasher,Horror Horror joseph_zito christopher_goutman cindy_weintraub farley_granger john_seitz vicki_dawson slasher,Horror
5845,The Pursuit of D.B. Cooper,1981,Adventure,roger_spottiswoode,ed_flanders kathryn_harrold paul_gleason robert_duvall treat_williams,,Adventure Adventure roger_spottiswoode ed_flanders kathryn_harrold paul_gleason robert_duvall treat_williams,Adventure
5846,Raggedy Man,1981,Drama,jack_fisk,eric_roberts henry_thomas sissy_spacek tracey_walker william_sanderson,,Drama Drama jack_fisk eric_roberts henry_thomas sissy_spacek tracey_walker william_sanderson,Drama
5847,Ragtime,1981,Drama,milos_forman,brad_dourif elizabeth_mcgovern james_cagney kenneth_mcmillan moses_gunn,,Drama Drama milos_forman brad_dourif elizabeth_mcgovern james_cagney kenneth_mcmillan moses_gunn,Drama
5848,Rich and Famous,1981,Drama,george_cukor,candice_bergen david_selby hart_bochner jacqueline_bisset meg_ryan,,Drama Drama george_cukor candice_bergen david_selby hart_bochner jacqueline_bisset meg_ryan,Drama
5849,Ricomincio da tre,1981,Comedy,massimo_troisi,lello_arena marta_bifano cloris_brosca ettore_carloni luciano_crovato fiorenza_marchegiani laura_nucci marina_pagano deddi_savagnone lino_troisi giuseppe_borrelli marco_messeri massimo_troisi renato_scarpa vincent_gentile,,Comedy Comedy massimo_troisi lello_arena marta_bifano cloris_brosca ettore_carloni luciano_crovato fiorenza_marchegiani laura_nucci marina_pagano deddi_savagnone lino_troisi giuseppe_borrelli marco_messeri massimo_troisi renato_scarpa vincent_gentile,Comedy
5851,Rollover,1981,Drama,alan_j._pakula,bob_gunton hume_cronyn jane_fonda josef_sommer kris_kristofferson,,Drama Drama alan_j._pakula bob_gunton hume_cronyn jane_fonda josef_sommer kris_kristofferson,Drama
5852,Saturday the 14th,1981,Comedy Horror,howard_r._cohen,jeffrey_tambor kari_michaelsen_(ii) paula_prentiss richard_benjamin severn_darden,,Comedy Horror Comedy Horror howard_r._cohen jeffrey_tambor kari_michaelsen_(ii) paula_prentiss richard_benjamin severn_darden,Comedy
5853,Scanners,1981,Horror Sci-Fi Thriller,david_cronenberg,chuck_shamata jennifer_o'neill lawrence_z._dane patrick_mcgoohan stephen_lack,erlends_dvds david_cronenberg murder/fatality,Horror Sci-Fi Thriller Horror Sci-Fi Thriller david_cronenberg chuck_shamata jennifer_o'neill lawrence_z._dane patrick_mcgoohan stephen_lack erlends_dvds david_cronenberg murder/fatality,Horror
5854,Sharky's Machine,1981,Crime Drama Romance,burt_reynolds,bernie_casey brian_keith burt_reynolds rachel_ward vittorio_gassman,karate 70mm,Crime Drama Romance Crime Drama Romance burt_reynolds bernie_casey brian_keith burt_reynolds rachel_ward vittorio_gassman karate 70mm,Crime
5855,Shock Treatment,1981,Comedy Musical Sci-Fi,jim_sharman,richard_o'brien charles_gray cliff_de_young patricia_quinn ruby_wax,drugs cult_film underrated,Comedy Musical Sci-Fi Comedy Musical Sci-Fi jim_sharman richard_o'brien charles_gray cliff_de_young patricia_quinn ruby_wax drugs cult_film underrated,Comedy
5856,Sjecas li se Dolly Bell,1981,Comedy Drama Romance,emir_kusturica,ljiljana_blagojevic mira_banjac pavle_vujisic slavko_stimac slobodan_aligrudic,nudity_(rear) terminal_illness family_bonds pimps prostitution communism coming_of_age idealism bureaucracy melancholy,Comedy Drama Romance Comedy Drama Romance emir_kusturica ljiljana_blagojevic mira_banjac pavle_vujisic slavko_stimac slobodan_aligrudic nudity_(rear) terminal_illness family_bonds pimps prostitution communism coming_of_age idealism bureaucracy melancholy,Comedy
5857,So Fine,1981,Comedy,andrew_bergman,fred_gwynne jack_warden mariangela_melato richard_kiel ryan_o'neal,,Comedy Comedy andrew_bergman fred_gwynne jack_warden mariangela_melato richard_kiel ryan_o'neal,Comedy
5858,La soupe aux choux,1981,Comedy,jean_girault,louis_de_funès,slow aliens atmospheric old_people,Comedy Comedy jean_girault louis_de_funès slow aliens atmospheric old_people,Comedy
5859,Southern Comfort,1981,Drama Thriller War,walter_hill,franklyn_seales fred_ward keith_carradine powers_boothe t.k._carter,,Drama Thriller War Drama Thriller War walter_hill franklyn_seales fred_ward keith_carradine powers_boothe t.k._carter,Drama
5860,Sphinx,1981,Mystery Thriller,franklin_j._schaffner,frank_langella john_gielgud lesley-anne_down maurice_ronet vic_tablian,,Mystery Thriller Mystery Thriller franklin_j._schaffner frank_langella john_gielgud lesley-anne_down maurice_ronet vic_tablian,Mystery
5861,Storie di ordinaria follia,1981,Drama,marco_ferreri,ben_gazzara katya_berger ornella_muti susan_tyrrell tanya_lopert,,Drama Drama marco_ferreri ben_gazzara katya_berger ornella_muti susan_tyrrell tanya_lopert,Drama
5862,Student Bodies,1981,Comedy Horror,joe_flood,joe_flood joe_talarowski kristen_riter matthew_goldsby richard_brando,,Comedy Horror Comedy Horror joe_flood joe_flood joe_talarowski kristen_riter matthew_goldsby richard_brando,Comedy
5863,Take This Job and Shove It,1981,Comedy,gus_trikonis,art_carney barbara_hershey david_keith robert_hays tim_thomerson,,Comedy Comedy gus_trikonis art_carney barbara_hershey david_keith robert_hays tim_thomerson,Comedy
5864,Tarzan the Ape Man,1932,Adventure,w.s._van_dyke,richard_harris bo_derek john_phillip_law miles_o'keeffe wilfrid_hyde-white,golden_raspberry_(worst_actress),Adventure Adventure w.s._van_dyke richard_harris bo_derek john_phillip_law miles_o'keeffe wilfrid_hyde-white golden_raspberry_(worst_actress),Adventure
5865,Tattoo,2002,Drama Thriller,robert_schwentke,august_diehl christian_redl ilknur_bahadir jasmin_schwiers nadeshda_brennicke,,Drama Thriller Drama Thriller robert_schwentke august_diehl christian_redl ilknur_bahadir jasmin_schwiers nadeshda_brennicke,Drama
5866,They All Laughed,1981,Comedy,peter_bogdanovich,audrey_hepburn ben_gazzara colleen_camp dorothy_stratten john_ritter,,Comedy Comedy peter_bogdanovich audrey_hepburn ben_gazzara colleen_camp dorothy_stratten john_ritter,Comedy
5867,The Thief of Bagdad,1924,Crime Drama Thriller,raoul_walsh,charles_belcher douglas_fairbanks julanne_johnston snitz_edwards sojin,based_on_a_book erlends_dvds michael_mann directorial_debut,Crime Drama Thriller Crime Drama Thriller raoul_walsh charles_belcher douglas_fairbanks julanne_johnston snitz_edwards sojin based_on_a_book erlends_dvds michael_mann directorial_debut,Crime
5868,Elvis,1979,Documentary Drama Musical,john_carpenter,bing_russell kurt_russell pat_hingle season_hubley shelley_winters,less_than_300_ratings,Documentary Drama Musical Documentary Drama Musical john_carpenter bing_russell kurt_russell pat_hingle season_hubley shelley_winters less_than_300_ratings,Documentary
5869,True Confessions,1981,Crime Drama,ulu_grosbard,burgess_meredith charles_durning ed_flanders robert_de_niro robert_duvall,bibliothek,Crime Drama Crime Drama ulu_grosbard burgess_meredith charles_durning ed_flanders robert_de_niro robert_duvall bibliothek,Crime
5870,Revolution #9,2001,Thriller,tim_mccann,adrienne_shelly callie_thorne michael_risley michael_rodrick spalding_gray,psychology,Thriller Thriller tim_mccann adrienne_shelly callie_thorne michael_risley michael_rodrick spalding_gray psychology,Thriller
5872,Die Another Day,2002,Action Adventure Thriller,lee_tamahori,halle_berry pierce_brosnan rick_yune rosamund_pike toby_stephens,bond pierce_brosnan james_bond murder halle_berry dinosaurs assassin torture franchise seen_at_the_cinema,Action Adventure Thriller Action Adventure Thriller lee_tamahori halle_berry pierce_brosnan rick_yune rosamund_pike toby_stephens bond pierce_brosnan james_bond murder halle_berry dinosaurs assassin torture franchise seen_at_the_cinema,Action
5873,The Emperor's Club,2002,Drama,michael_hoffman,emile_hirsch jesse_eisenberg kevin_kline paul_dano rishi_mehta,on_computer below_r prep_school,Drama Drama michael_hoffman emile_hirsch jesse_eisenberg kevin_kline paul_dano rishi_mehta on_computer below_r prep_school,Drama
5874,Friday After Next,2002,Comedy,marcus_raboy,anna_maria_horsford ice_cube joel_mckinnon_miller mike_epps starletta_dupois,pimps,Comedy Comedy marcus_raboy anna_maria_horsford ice_cube joel_mckinnon_miller mike_epps starletta_dupois pimps,Comedy
5875,Personal Velocity: Three Portraits,2002,Drama,rebecca_miller,brian_tarantina david_warshofsky john_ventimiglia kyra_sedgwick mara_hobel,multiple_storylines short_films,Drama Drama rebecca_miller brian_tarantina david_warshofsky john_ventimiglia kyra_sedgwick mara_hobel multiple_storylines short_films,Drama
5876,The Quiet American,2002,Drama Thriller War,phillip_noyce,brendan_fraser do_hai_yen jean_reno michael_caine rade_serbedzija,graham_greene michael_caine seen_2008,Drama Thriller War Drama Thriller War phillip_noyce brendan_fraser do_hai_yen jean_reno michael_caine rade_serbedzija graham_greene michael_caine seen_2008,Drama
5878,Hable con ella,2002,Drama Romance,jesse_moss,ann_cusack benicio_del_toro dennis_hopper francesco_quinn james_brolin,almodovar coma nudity_(topless) prison imdb_top_250 bibliothek psychology rape breathtaking get,Drama Romance Drama Romance jesse_moss ann_cusack benicio_del_toro dennis_hopper francesco_quinn james_brolin almodovar coma nudity_(topless) prison imdb_top_250 bibliothek psychology rape breathtaking get,Drama
5879,Eight Crazy Nights,2002,Animation Comedy Musical,seth_kearsley,adam_sandler austin_stout jackie_titone kevin_nealon norm_crosby,adam_sandler jewish,Animation Comedy Musical Animation Comedy Musical seth_kearsley adam_sandler austin_stout jackie_titone kevin_nealon norm_crosby adam_sandler jewish,Animation
5880,Extreme Ops,2002,Action Adventure Crime Thriller,christian_duguay,bridgette_wilson-sampras devon_sawa heino_ferch rufus_sewell rupert_graves,,Action Adventure Crime Thriller Action Adventure Crime Thriller christian_duguay bridgette_wilson-sampras devon_sawa heino_ferch rufus_sewell rupert_graves,Action
5881,Solyaris,1972,Drama Romance Sci-Fi,andrei_tarkovsky,anatoli_solonitsin donatas_banionis jüri_järvet natalya_bondarchuk nikolai_grinko,based_on_a_book scifi remake futuristmoviescom horrible space aliens memory george_clooney owned,Drama Romance Sci-Fi Drama Romance Sci-Fi andrei_tarkovsky anatoli_solonitsin donatas_banionis jüri_järvet natalya_bondarchuk nikolai_grinko based_on_a_book scifi remake futuristmoviescom horrible space aliens memory george_clooney owned,Drama
5882,Treasure Planet,2002,Adventure Animation Children Sci-Fi,john_musker,brian_murray david_hyde_pierce emma_thompson joseph_gordon-levitt michael_wincott,pirates alien disney_animated_feature disney redemption based_on_a_book adapted_from:book michael_j_fox treasure_hunt,Adventure Animation Children Sci-Fi Adventure Animation Children Sci-Fi john_musker brian_murray david_hyde_pierce emma_thompson joseph_gordon-levitt michael_wincott pirates alien disney_animated_feature disney redemption based_on_a_book adapted_from:book michael_j_fox treasure_hunt,Adventure
5883,They,2002,Horror Thriller,robert_harmon,dagmara_dominczyk ethan_embry jon_abrahams laura_regan marc_blucas,,Horror Thriller Horror Thriller robert_harmon dagmara_dominczyk ethan_embry jon_abrahams laura_regan marc_blucas,Horror
5884,Chrome Hearts,1989,Comedy Horror,dan_hoskins,billy_bob_thornton cameron_milzer catherine_carlen catherine_carlin don_calfa,motorcycle,Comedy Horror Comedy Horror dan_hoskins billy_bob_thornton cameron_milzer catherine_carlen catherine_carlin don_calfa motorcycle,Comedy
5885,"Was tun, wenn's brennt?",2001,Comedy Drama,gregor_schnitzler,doris_schretzmayer martin_feifel nadja_uhl sebastian_blomberg til_schweiger,,Comedy Drama Comedy Drama gregor_schnitzler doris_schretzmayer martin_feifel nadja_uhl sebastian_blomberg til_schweiger,Comedy
5886,Ik ook van jou,2001,Drama Romance,ruud_van_hemert,angela_schijf antonie_kamerling beau_van_erven_dorens florence_kasumba,,Drama Romance Drama Romance ruud_van_hemert angela_schijf antonie_kamerling beau_van_erven_dorens florence_kasumba,Drama
5887,Another You,1991,Comedy,maurice_phillips,gene_wilder mercedes_ruehl phil_rubenstein richard_pryor stephen_lang,,Comedy Comedy maurice_phillips gene_wilder mercedes_ruehl phil_rubenstein richard_pryor stephen_lang,Comedy
5888,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Action Crime Drama,larry_charles,alan_keyes jane_sanguinetti_luenell ken_davitian pat_haggerty sacha_baron_cohen,russian,Action Crime Drama Action Crime Drama larry_charles alan_keyes jane_sanguinetti_luenell ken_davitian pat_haggerty sacha_baron_cohen russian,Action
5889,Zhestokiy romans,1984,Drama Romance,eldar_ryazanov,sergei_artsybashev borislav_brondukov georgi_burkov larisa_guzeyeva andrey_myagkov tatyana_pankova aleksandr_pankratov-chyornyy viktor_proskurin aleksandr_pyatkov yuri_sarantsev yevgeni_tsymbal olga_volkova aleksei_petrenko alisa_frejndlikh nikita_mikhalkov,russian,Drama Romance Drama Romance eldar_ryazanov sergei_artsybashev borislav_brondukov georgi_burkov larisa_guzeyeva andrey_myagkov tatyana_pankova aleksandr_pankratov-chyornyy viktor_proskurin aleksandr_pyatkov yuri_sarantsev yevgeni_tsymbal olga_volkova aleksei_petrenko alisa_frejndlikh nikita_mikhalkov russian,Drama
5890,Elling,2001,Comedy Drama,petter_naess,jørgen_langhelle marit_pia_jacobsen per_christensen per_christian_ellefsen sven_nordin,friendship funny mental_illness quirky christmas poetry cars based_on_a_book better_than_expected swearing,Comedy Drama Comedy Drama petter_naess jørgen_langhelle marit_pia_jacobsen per_christensen per_christian_ellefsen sven_nordin friendship funny mental_illness quirky christmas poetry cars based_on_a_book better_than_expected swearing,Comedy
5891,Day of the Woman,1978,Horror Thriller,meir_zarchi,anthony_nicholls camille_keaton eron_tabor gunter_kleeman richard_pace,revenge tense disturbing writer rape campy writers_life harsh tumeys_dvds gritty,Horror Thriller Horror Thriller meir_zarchi anthony_nicholls camille_keaton eron_tabor gunter_kleeman richard_pace revenge tense disturbing writer rape campy writers_life harsh tumeys_dvds gritty,Horror
5892,The Island at the Top of the World,1974,Adventure Children Drama Fantasy Sci-Fi,robert_stevenson,david_gwillim david_hartman donald_sinden jacques_marin mako,,Adventure Children Drama Fantasy Sci-Fi Adventure Children Drama Fantasy Sci-Fi robert_stevenson david_gwillim david_hartman donald_sinden jacques_marin mako,Adventure
5893,The Last Seduction,1994,Crime Drama Thriller,john_dahl,peter_berg bill_nunn bill_pullman j.t._walsh linda_fiorentino,small_town,Crime Drama Thriller Crime Drama Thriller john_dahl peter_berg bill_nunn bill_pullman j.t._walsh linda_fiorentino small_town,Crime
5895,Contact,1997,Fantasy Horror Sci-Fi,robert_zemeckis,james_woods jodie_foster john_hurt matthew_mcconaughey tom_skerritt,,Fantasy Horror Sci-Fi Fantasy Horror Sci-Fi robert_zemeckis james_woods jodie_foster john_hurt matthew_mcconaughey tom_skerritt,Fantasy
5896,New Waterford Girl,1999,Comedy,allan_moyle,andrew_mccarthy liane_balaban mary_walsh nicholas_campbell tara_spencer-nairn,on_disc adultery statutory_rape,Comedy Comedy allan_moyle andrew_mccarthy liane_balaban mary_walsh nicholas_campbell tara_spencer-nairn on_disc adultery statutory_rape,Comedy
5897,Das Arche Noah Prinzip,1984,Sci-Fi,roland_emmerich,aviva_joel franz_buchrieser hans-juergen_mueller matthias_fuchs richy_müller,directorial_debut,Sci-Fi Sci-Fi roland_emmerich aviva_joel franz_buchrieser hans-juergen_mueller matthias_fuchs richy_müller directorial_debut,Sci-Fi
5898,The Sword and the Sorcerer,1982,Action Adventure Fantasy,albert_pyun,richard_lynch george_maharis kathleen_beller lee_horsley simon_maccorkindale,,Action Adventure Fantasy Action Adventure Fantasy albert_pyun richard_lynch george_maharis kathleen_beller lee_horsley simon_maccorkindale,Action
5899,Zulu,1964,Action Drama War,cy_endfield,jack_hawkins james_booth michael_caine stanley_baker ulla_jacobsson,michael_caine war 70mm tumeys_dvds battle,Action Drama War Action Drama War cy_endfield jack_hawkins james_booth michael_caine stanley_baker ulla_jacobsson michael_caine war 70mm tumeys_dvds battle,Action
5900,Analyze That,2002,Comedy,harold_ramis,billy_crystal joe_viterelli lisa_kudrow reg_rogers robert_de_niro,bibliothek psychiatrist psychiatrist_as_protagonist,Comedy Comedy harold_ramis billy_crystal joe_viterelli lisa_kudrow reg_rogers robert_de_niro bibliothek psychiatrist psychiatrist_as_protagonist,Comedy
5901,Empire,2002,Crime Drama,franc_reyes,delilah_cotto denise_richards john_leguizamo peter_sarsgaard vincent_laresca,drugs,Crime Drama Crime Drama franc_reyes delilah_cotto denise_richards john_leguizamo peter_sarsgaard vincent_laresca drugs,Crime
5902,Adaptation.,2002,Comedy Drama Romance,spike_jonze,brian_cox chris_cooper meryl_streep nicolas_cage tilda_swinton,charlie_kaufman surreal nicolas_cage writing_process oscar_(best_supporting_actor) boring quirky bibliothek narrated maggie_gyllenhaal,Comedy Drama Romance Comedy Drama Romance spike_jonze brian_cox chris_cooper meryl_streep nicolas_cage tilda_swinton charlie_kaufman surreal nicolas_cage writing_process oscar_(best_supporting_actor) boring quirky bibliothek narrated maggie_gyllenhaal,Comedy
5903,Equilibrium,2002,Action Sci-Fi Thriller,kurt_wimmer,angus_macfadyen christian_bale emily_watson sean_bean taye_diggs,dystopia christian_bale drugs fascism cult_film amazing_cinematography revolution totalitarianism gunfight clearplay,Action Sci-Fi Thriller Action Sci-Fi Thriller kurt_wimmer angus_macfadyen christian_bale emily_watson sean_bean taye_diggs dystopia christian_bale drugs fascism cult_film amazing_cinematography revolution totalitarianism gunfight clearplay,Action
5906,Ça commence aujourd'hui,1999,Drama,bertrand_tavernier,véronique_ataly emmanuelle_bercot françoise_bette nathalie_bécue christina_crevillén daniel_delabesse gérard_giroudon sylviane_goudal marief_guittier nadia_kaci maria_pitarresi betty_teboulle philippe_torreton christine_citti didier_bezace,french_movie,Drama Drama bertrand_tavernier véronique_ataly emmanuelle_bercot françoise_bette nathalie_bécue christina_crevillén daniel_delabesse gérard_giroudon sylviane_goudal marief_guittier nadia_kaci maria_pitarresi betty_teboulle philippe_torreton christine_citti didier_bezace french_movie,Drama
5907,Madea Goes to Jail,2009,Drama,tyler_perry,benjamin_benitez david_mann derek_luke keshia_knight_pulliam robin_coleman,italian not_available_from_netflix,Drama Drama tyler_perry benjamin_benitez david_mann derek_luke keshia_knight_pulliam robin_coleman italian not_available_from_netflix,Drama
5909,Bijitâ Q,2001,Comedy Drama Horror,takashi_miike,fujiko ikko_suzuki kenichi_endo shôko_nakahara shungiku_uchida,takashi_miike violence disturbing netflix necrophilia heroin to_see,Comedy Drama Horror Comedy Drama Horror takashi_miike fujiko ikko_suzuki kenichi_endo shôko_nakahara shungiku_uchida takashi_miike violence disturbing netflix necrophilia heroin to_see,Comedy
5910,Les uns et les autres,1981,Drama War,claude_lelouch,evelyne_bouix jorge_donn macha_méril rita_poelvoorde paul_préboist daniel_olbrychski fanny_ardant francis_huster geraldine_chaplin jacques_villeret jean-claude_brialy marthe_villalonga nicole_garcia raymond_pellegrin robert_hossein,imdb_bottom_100,Drama War Drama War claude_lelouch evelyne_bouix jorge_donn macha_méril rita_poelvoorde paul_préboist daniel_olbrychski fanny_ardant francis_huster geraldine_chaplin jacques_villeret jean-claude_brialy marthe_villalonga nicole_garcia raymond_pellegrin robert_hossein imdb_bottom_100,Drama
5911,Urgh! A Music War,1981,Documentary,derek_burbidge,chelsea echo_and_the_bunnymen oingo_boingo orchestral_manoeuvres_in_... the_police,less_than_300_ratings rock_and_roll concert,Documentary Documentary derek_burbidge chelsea echo_and_the_bunnymen oingo_boingo orchestral_manoeuvres_in_... the_police less_than_300_ratings rock_and_roll concert,Documentary
5912,Vabank,1981,Comedy Crime,juliusz_machulski,ewa_szykulska jacek_chmielnik jan_machulski leonard_pietraszak witold_pyrkosz,bank_robbery,Comedy Crime Comedy Crime juliusz_machulski ewa_szykulska jacek_chmielnik jan_machulski leonard_pietraszak witold_pyrkosz bank_robbery,Comedy
5913,Varning för Jönssonligan,1981,Comedy Crime,jonas_cornell,"gösta_ekman,_jr. jan-olof_strandberg nils_brandt siw_malmkvist ulf_brunnberg",,"Comedy Crime Comedy Crime jonas_cornell gösta_ekman,_jr. jan-olof_strandberg nils_brandt siw_malmkvist ulf_brunnberg",Comedy
